Perfil_latente,Pedidos_mensuales,Gasto_promedio,Tiempo_promedio_entrega,Variedad_productos,Gasto_mensual_aprox,Indice_experiencia_logistica,Region,Canal,Metodo_pago,Edad,Segmento_edad,Antiguedad_meses,Satisfaccion_1a5,Tuvo_devolucion,Nivel_fidelidad,Riesgo_churn,Suscripcion
Intermedio,7,27.666036589496564,42.485397874461604,5,193.66225612647594,0.03461492059509522,Provincia,App,Transferencia,25,18-25,20,1,1,Oro,Alto,1
Intermedio,7,25.827018301498523,32.25176536326318,8,180.78912811048966,0.025734075704067237,Lima,Web,Tarjeta,28,26-35,1,2,1,Bronce,Medio,0
Intermedio,2,18.089912156537814,37.478855881942295,4,36.17982431307563,0.028518381311498472,Lima,Tienda,Efectivo,27,26-35,32,2,1,Plata,Medio,0
Intermedio,6,22.581914302222817,37.41855519277939,4,135.4914858133369,0.02575339573410712,Lima,App,Tarjeta,30,26-35,33,2,0,Oro,Medio,1
Intermedio,8,29.208903873920065,39.04460847709973,4,233.67123099136052,0.025570394461842262,Lima,App,Billetera,27,26-35,17,2,0,Oro,Medio,0
Intermedio,11,19.743899851087487,37.55656501504324,3,217.18289836196237,0.02356730786017667,Lima,Web,Tarjeta,31,26-35,24,3,0,Oro,Bajo,0
Intermedio,8,12.341153418745932,36.144284161235014,3,98.72922734996746,0.02414653201808072,Lima,Web,Tarjeta,42,36-50,32,2,1,Oro,Medio,1
Intermedio,9,23.86446996109537,53.53729885393661,7,214.78022964985834,0.0241625929971985,Provincia,Web,Billetera,33,26-35,24,1,1,Oro,Alto,0
Intermedio,5,24.291212229862307,51.5744628239816,3,121.45606114931154,0.023937944454374405,Provincia,Web,Tarjeta,31,26-35,13,1,1,Plata,Alto,0
Intermedio,4,25.677817082073545,43.52791809501189,3,102.71126832829418,0.02690666266100567,Lima,Web,Transferencia,36,36-50,6,1,1,Bronce,Alto,0
Intermedio,10,28.64259321757268,31.872960355616275,6,286.4259321757268,0.027678795063533924,Lima,App,Transferencia,32,26-35,24,3,0,Oro,Bajo,1
Intermedio,5,28.188029061156044,40.547538472576996,3,140.94014530578022,0.02532205325934369,Provincia,Web,Billetera,40,36-50,19,1,1,Plata,Alto,0
Intermedio,2,26.293849026219608,41.61558964811553,3,52.587698052439215,0.025688236796179563,Lima,Web,Tarjeta,41,36-50,18,1,1,Plata,Alto,0
Intermedio,9,30.977656940433548,39.72173538893377,2,278.79891246390196,0.028765608714773367,Lima,App,Transferencia,35,26-35,10,1,1,Plata,Alto,1
Intermedio,8,17.405151095933427,38.16671691120005,5,139.2412087674674,0.026582104642800385,Provincia,App,Tarjeta,39,36-50,15,2,0,Plata,Medio,1
Intermedio,6,27.522909072386952,43.02933371963945,5,165.1374544343217,0.027886524274771923,Provincia,Tienda,Efectivo,31,26-35,21,1,0,Plata,Alto,0
Intermedio,3,28.132691816684712,29.124496708676492,6,84.39807545005414,0.030689656393775126,Lima,Tienda,Efectivo,35,26-35,15,2,1,Plata,Medio,0
Intermedio,3,18.8021885695988,36.41278496653702,3,56.40656570879641,0.024294344663770853,Lima,Web,Tarjeta,35,26-35,18,2,1,Plata,Medio,0
Intermedio,8,17.485646956588052,40.522256325326694,6,139.88517565270442,0.027608448285247028,Lima,Tienda,Efectivo,37,36-50,18,1,1,Plata,Alto,0
Intermedio,4,21.27028936762199,46.50344294830729,2,85.08115747048797,0.022627079489206125,Lima,App,Transferencia,56,51+,25,1,1,Plata,Alto,0
Intermedio,3,21.69229278742354,40.73948405945398,4,65.07687836227062,0.03390056789685872,Provincia,Tienda,Efectivo,45,36-50,4,1,1,Bronce,Alto,0
Intermedio,4,28.767097317512153,30.15665184160333,9,115.06838927004861,0.029609552240074465,Lima,App,Tarjeta,39,36-50,14,3,1,Plata,Medio,0
Intermedio,6,21.927306081544526,48.84573563184275,4,131.56383648926715,0.02767740463445653,Provincia,Web,Tarjeta,32,26-35,7,1,0,Plata,Alto,1
Intermedio,5,20.71825740859398,35.36055914520829,4,103.59128704296991,0.02466120170410421,Lima,App,Tarjeta,30,26-35,20,1,1,Plata,Medio,0
Intermedio,7,21.941831316527203,39.34687466463938,1,153.5928192156904,0.026597246088029866,Lima,Web,Tarjeta,40,36-50,10,2,0,Plata,Medio,0
Intermedio,10,30.59316167077106,38.475379700766915,1,305.9316167077106,0.026851482905391744,Lima,App,Tarjeta,43,36-50,27,1,1,Oro,Medio,0
Intermedio,8,25.06521687188476,27.083730013269065,4,200.5217349750781,0.03175516026607823,Lima,App,Tarjeta,24,18-25,14,4,0,Plata,Bajo,0
Intermedio,7,24.10374487321544,27.636375767962374,2,168.72621411250807,0.0318753196503834,Lima,App,Transferencia,27,26-35,12,4,0,Plata,Bajo,0
Intermedio,5,24.449972506494742,41.33858023019952,4,122.24986253247371,0.026816827570481008,Provincia,App,Tarjeta,29,26-35,10,2,0,Plata,Medio,0
Intermedio,5,31.460301671632614,30.075838460450655,2,157.30150835816306,0.032740108728278886,Provincia,App,Billetera,33,26-35,21,3,0,Plata,Bajo,1
Intermedio,6,21.25414136698379,44.32670693045453,3,127.52484820190276,0.029522483571672777,Provincia,Web,Billetera,40,36-50,5,1,1,Plata,Medio,0
Intermedio,6,31.57754145470052,40.52307618195019,4,189.4652487282031,0.02631324864122926,Provincia,App,Tarjeta,37,36-50,17,1,1,Plata,Medio,1
Intermedio,3,73.59572064771565,36.71670848523471,4,220.78716194314694,0.031181106406630937,Provincia,App,Tarjeta,35,26-35,17,2,1,Plata,Medio,0
Intermedio,7,24.197903090123262,37.97276011805897,4,169.38532163086285,0.02357299471014881,Lima,App,Transferencia,25,18-25,13,2,1,Plata,Medio,0
Intermedio,4,37.50450248967141,42.881160901525426,4,150.01800995868564,0.024452421414076737,Lima,App,Tarjeta,30,26-35,20,1,1,Plata,Alto,1
Intermedio,7,19.721802551007016,36.071402206020494,4,138.0526178570491,0.03365380731500199,Provincia,Web,Billetera,23,18-25,13,1,1,Plata,Alto,1
Intermedio,6,23.23157120216497,30.131322444073227,6,139.38942721298983,0.03098803967506848,Lima,Web,Tarjeta,42,36-50,21,2,1,Plata,Medio,0
Intermedio,7,18.837843804179997,26.818497759610704,5,131.86490662925996,0.037234391694112745,Lima,Web,Tarjeta,34,26-35,13,3,1,Plata,Bajo,0
Intermedio,4,29.762309852680847,36.24153136405403,4,119.04923941072339,0.030423216250995932,Provincia,App,Tarjeta,22,18-25,11,3,0,Plata,Bajo,0
Intermedio,3,33.44594466825839,40.57801279520427,6,100.33783400477517,0.0255979987484319,Provincia,Web,Tarjeta,53,51+,21,1,0,Plata,Alto,0
Intermedio,4,33.3496139070232,39.999739498313666,2,133.3984556280928,0.02911681121058127,Lima,Web,Tarjeta,18,18-25,26,1,1,Plata,Alto,0
Intermedio,6,31.11974376573002,33.44427429065377,6,186.71846259438013,0.02642483435195665,Lima,App,Tarjeta,30,26-35,47,1,1,Platino,Medio,0
Intermedio,5,24.01189766102017,31.45434461911548,4,120.05948830510086,0.03343289345112226,Lima,App,Tarjeta,42,36-50,15,2,1,Plata,Medio,0
Intermedio,5,23.173795112550767,33.7818019286946,2,115.86897556275383,0.025515475749246307,Lima,App,Transferencia,27,26-35,26,2,1,Oro,Medio,0
Intermedio,12,16.644151137529676,29.019618617867064,10,199.7298136503561,0.029603698466625816,Lima,App,Tarjeta,32,26-35,14,2,1,Oro,Medio,0
Intermedio,6,35.17936767590896,37.21485457772223,4,211.07620605545378,0.027740267750559218,Provincia,App,Billetera,35,26-35,26,2,0,Oro,Medio,1
Intermedio,4,27.34489039074234,38.18778543923261,5,109.37956156296936,0.028067416366716672,Lima,App,Tarjeta,18,18-25,31,2,1,Oro,Medio,0
Intermedio,6,22.540215475652584,24.572415966369537,6,135.2412928539155,0.03234800667065372,Lima,App,Tarjeta,22,18-25,19,3,1,Plata,Medio,0
Intermedio,6,31.64028444493484,37.6547186138626,5,189.84170666960904,0.03185965168597624,Provincia,Web,Tarjeta,34,26-35,25,1,1,Oro,Alto,0
Intermedio,9,20.136177416199995,35.28734176275647,2,181.22559674579995,0.02508077396433264,Lima,Tienda,Efectivo,35,26-35,22,1,1,Oro,Medio,1
Intermedio,9,27.03311017111337,41.13733909070531,1,243.29799154002035,0.026598596510208326,Provincia,Web,Transferencia,23,18-25,18,1,0,Oro,Medio,1
Intermedio,5,24.136854328545827,43.45359100556356,4,120.68427164272913,0.024875500504160496,Lima,Web,Tarjeta,34,26-35,14,1,1,Plata,Alto,0
Intermedio,7,28.193385699401503,47.26115741982843,4,197.3536998958105,0.02681063409360731,Provincia,App,Tarjeta,35,26-35,14,1,0,Plata,Alto,0
Intermedio,10,24.68213230406939,40.32049606661547,7,246.82132304069393,0.02734335076842356,Lima,App,Billetera,41,36-50,5,1,1,Plata,Medio,0
Intermedio,2,17.74536054444388,27.59974812371167,2,35.49072108888776,0.03436903559985374,Lima,App,Billetera,33,26-35,28,3,1,Plata,Bajo,0
Intermedio,5,25.37788186335019,30.35040735184496,1,126.88940931675094,0.028638087227243106,Lima,Web,Tarjeta,27,26-35,37,2,1,Oro,Medio,0
Intermedio,5,30.24432070937681,43.308084444390225,6,151.22160354688407,0.027862555237766446,Provincia,Web,Transferencia,39,36-50,4,1,1,Bronce,Alto,0
Intermedio,5,24.853917970730073,46.327172103695325,3,124.26958985365036,0.022824573472578425,Lima,Web,Tarjeta,40,36-50,28,1,1,Oro,Alto,1
Intermedio,7,28.87557560794543,36.31734874871072,1,202.129029255618,0.025807899167381482,Lima,App,Tarjeta,30,26-35,18,2,0,Plata,Medio,0
Intermedio,4,19.772352571629735,44.47871911038387,3,79.08941028651894,0.023728032296736937,Provincia,App,Billetera,28,26-35,12,1,0,Plata,Alto,0
Intermedio,7,24.86869603365074,31.51097992911322,4,174.08087223555518,0.026048347780540843,Lima,Web,Billetera,30,26-35,19,3,0,Plata,Bajo,0
Intermedio,4,21.877447724557115,34.15990970204165,1,87.50979089822846,0.03016155697875669,Provincia,Web,Tarjeta,39,36-50,10,1,1,Bronce,Alto,0
Intermedio,8,28.734904200523548,40.317632764716826,3,229.87923360418839,0.027420927265327386,Provincia,App,Billetera,30,26-35,20,1,1,Oro,Alto,0
Intermedio,5,25.15745781130998,48.95840757486075,5,125.7872890565499,0.027067339377508177,Provincia,Web,Transferencia,37,36-50,15,1,1,Plata,Alto,0
Intermedio,7,28.450368381683063,37.83723348488513,1,199.15257867178144,0.03101412043910242,Provincia,App,Tarjeta,25,18-25,15,1,1,Plata,Alto,0
Intermedio,5,30.43855213078933,31.48600045785257,2,152.19276065394664,0.029017089199297876,Lima,Web,Tarjeta,35,26-35,30,3,1,Oro,Bajo,1
Intermedio,8,28.45809287560694,39.74878059496474,5,227.66474300485552,0.028427720737016677,Provincia,App,Efectivo,22,18-25,1,1,1,Plata,Alto,0
Intermedio,5,26.365592171468222,49.72436940226574,7,131.8279608573411,0.02357240820874625,Lima,Web,Tarjeta,29,26-35,12,1,1,Plata,Medio,0
Intermedio,3,20.008938707442972,17.91401611251219,6,60.02681612232892,0.036131034096553584,Lima,Web,Transferencia,34,26-35,1,3,1,Bronce,Bajo,0
Intermedio,8,24.986069446665493,38.26845972476794,1,199.88855557332394,0.0244958306815006,Lima,Tienda,Tarjeta,30,26-35,19,3,0,Oro,Bajo,1
Intermedio,12,22.334547989920836,23.346059274967935,2,268.01457587905,0.031005041703010834,Lima,Tienda,Tarjeta,33,26-35,13,3,1,Oro,Bajo,0
Intermedio,10,23.279680216478866,30.320263437296813,2,232.79680216478866,0.03277433079572223,Lima,Web,Billetera,40,36-50,11,3,1,Plata,Bajo,1
Intermedio,3,23.127329246248745,50.59432939442872,2,69.38198773874623,0.02455809638272034,Provincia,Web,Billetera,32,26-35,21,1,0,Plata,Alto,0
Intermedio,3,20.10037212608878,41.52804938533613,8,60.301116378266336,0.025688719530502415,Provincia,App,Transferencia,28,26-35,24,1,1,Plata,Medio,0
Intermedio,9,15.21330705433005,42.35151208431393,7,136.91976348897046,0.02437949622559543,Provincia,App,Transferencia,24,18-25,30,1,0,Oro,Medio,0
Intermedio,7,21.659284758361167,34.080814347859636,2,151.61499330852817,0.02550837698544729,Lima,App,Billetera,27,26-35,47,2,1,Platino,Medio,1
Intermedio,4,74.65875721849639,38.26428836832155,2,298.63502887398556,0.022604295083767198,Lima,App,Transferencia,31,26-35,12,2,1,Plata,Medio,1
Intermedio,5,18.25911477286255,38.30345098551758,4,91.29557386431274,0.026154118924719798,Provincia,Web,Tarjeta,39,36-50,11,2,0,Plata,Alto,0
Intermedio,3,25.07841118235812,41.5980955681153,7,75.23523354707436,0.0282692780504704,Lima,App,Tarjeta,19,18-25,18,1,0,Plata,Medio,0
Intermedio,4,34.50134212155483,40.796932915915285,8,138.0053684862193,0.026758211496436524,Provincia,App,Transferencia,37,36-50,19,1,0,Plata,Alto,1
Intermedio,5,30.115282776261196,50.08960795006488,3,150.576413881306,0.024405794254623584,Provincia,Web,Tarjeta,31,26-35,35,1,0,Oro,Alto,0
Intermedio,4,33.21770754560265,28.729121298822097,4,132.8708301824106,0.03041131421170381,Lima,Web,Tarjeta,33,26-35,23,2,1,Plata,Medio,0
Intermedio,4,26.95563938466363,35.35724225012811,2,107.82255753865452,0.02994689307534506,Lima,Web,Billetera,40,36-50,9,3,0,Bronce,Medio,0
Intermedio,8,30.83754911493223,29.10873686459886,3,246.70039291945784,0.02876525714067736,Lima,Web,Tarjeta,52,51+,8,4,0,Plata,Bajo,0
Intermedio,7,21.380176347661063,22.169208771947652,3,149.66123443362744,0.03625596431717517,Lima,App,Tarjeta,35,26-35,25,3,1,Oro,Bajo,1
Intermedio,4,21.77829866489008,31.836917935869366,7,87.11319465956032,0.027358049343252772,Lima,App,Tarjeta,27,26-35,16,2,0,Plata,Medio,0
Intermedio,5,11.304298969312637,31.965866963719694,2,56.521494846563186,0.03514260936079198,Provincia,Web,Tarjeta,35,26-35,32,3,1,Oro,Bajo,0
Intermedio,6,30.930727370211493,30.334566439361012,6,185.58436422126897,0.02761497427094795,Lima,App,Billetera,34,26-35,23,3,1,Oro,Medio,1
Intermedio,4,32.70161989909943,42.829807951727474,2,130.8064795963977,0.025341374270788586,Lima,Web,Transferencia,23,18-25,8,1,1,Bronce,Alto,0
Intermedio,3,22.23411377326365,37.042079939515055,2,66.70234131979095,0.029331969535066126,Lima,Web,Billetera,25,18-25,6,3,0,Bronce,Bajo,0
Intermedio,7,23.730241468013823,39.93514548134839,3,166.11169027609677,0.023414562793877828,Lima,Tienda,Efectivo,39,36-50,21,1,1,Oro,Alto,0
Intermedio,9,21.230689431545194,35.72998106193758,7,191.07620488390674,0.03315870148200135,Provincia,Web,Transferencia,38,36-50,15,1,1,Plata,Medio,1
Intermedio,9,26.91326775738746,36.071750541646416,3,242.21940981648714,0.024530821829588392,Lima,Web,Transferencia,37,36-50,29,2,1,Oro,Medio,1
Intermedio,7,30.624662726516206,54.04397998620658,2,214.37263908561346,0.02583942723937423,Provincia,App,Tarjeta,36,36-50,21,1,1,Oro,Alto,1
Intermedio,7,16.286140130594795,35.60394322235715,6,114.00298091416357,0.034321957873025645,Provincia,Tienda,Efectivo,33,26-35,21,1,1,Plata,Alto,0
Intermedio,7,27.047192653211262,51.204350317170466,1,189.33034857247884,0.021347826083879088,Provincia,Web,Transferencia,43,36-50,6,1,1,Plata,Alto,1
Intermedio,9,23.616641141404273,36.468437927962746,2,212.54977027263845,0.027975925931750807,Lima,App,Billetera,46,36-50,13,2,1,Plata,Medio,0
Intermedio,6,25.566971959833445,28.141039277491853,3,153.4018317590007,0.030778640593865276,Lima,Web,Billetera,29,26-35,18,4,0,Plata,Bajo,1
Intermedio,3,27.294970008371454,42.903836596098564,3,81.88491002511437,0.032925440659381924,Provincia,App,Tarjeta,21,18-25,1,2,0,Bronce,Medio,0
Intermedio,7,24.058987806135896,38.10597074395299,1,168.41291464295128,0.028473862564590422,Provincia,App,Tarjeta,30,26-35,24,1,1,Oro,Alto,1
Intermedio,2,24.482065732971098,47.70678446695241,4,48.964131465942195,0.028176655505822917,Provincia,App,Transferencia,38,36-50,27,1,1,Plata,Alto,0
Intermedio,3,23.930624162226806,26.1568270768806,5,71.79187248668042,0.027464543051376786,Lima,Web,Tarjeta,39,36-50,13,3,1,Bronce,Medio,0
Intermedio,5,29.85158100894141,31.391728912361614,3,149.25790504470706,0.028728354849881406,Lima,Web,Tarjeta,35,26-35,31,3,1,Oro,Bajo,1
Intermedio,5,27.093799800637484,54.30544235014393,1,135.46899900318743,0.025951848104029562,Provincia,Web,Tarjeta,18,18-25,30,1,1,Oro,Alto,1
Intermedio,6,26.102917688686805,34.36523006035097,4,156.61750613212084,0.029028013792085854,Lima,Web,Tarjeta,28,26-35,23,1,1,Oro,Alto,0
Intermedio,8,18.645241394538587,25.13934325076847,5,149.1619311563087,0.035385524454314955,Lima,Web,Tarjeta,43,36-50,17,3,1,Plata,Bajo,0
Intermedio,5,23.107101283934227,35.733582291436605,5,115.53550641967114,0.028246549655950515,Lima,App,Transferencia,18,18-25,28,1,1,Oro,Medio,1
Intermedio,6,29.49334580169587,26.488640171507466,1,176.96007481017523,0.037693050537123206,Provincia,App,Billetera,31,26-35,3,3,1,Bronce,Medio,0
Intermedio,7,25.188482865619616,43.722263195546404,7,176.3193800593373,0.026727189479541006,Lima,App,Tarjeta,26,26-35,19,1,1,Plata,Alto,0
Intermedio,0,28.29765734794569,24.109058150109348,4,0.0,0.031169350203568282,Lima,App,Tarjeta,36,36-50,10,3,1,Bronce,Bajo,0
Intermedio,3,33.83255900163817,38.83798999262099,1,101.4976770049145,0.027282567782667667,Lima,Tienda,Efectivo,23,18-25,11,2,1,Bronce,Medio,0
Intermedio,7,30.193030346044083,38.57884832174023,8,211.35121242230858,0.02423872237188696,Lima,Web,Tarjeta,32,26-35,22,1,1,Oro,Medio,1
Intermedio,4,25.46579168849871,34.6047486289252,3,101.86316675399485,0.031051073993065687,Provincia,App,Billetera,32,26-35,10,1,1,Bronce,Alto,0
Intermedio,7,22.445054149021363,45.70180146463748,1,157.11537904314955,0.02484779172466586,Lima,App,Tarjeta,28,26-35,3,1,1,Plata,Medio,0
Intermedio,7,12.232252019720509,30.553465261397548,2,85.62576413804356,0.029183070941080694,Lima,Tienda,Billetera,41,36-50,40,1,1,Oro,Alto,0
Intermedio,10,24.158075387635737,47.19421168310326,7,241.58075387635736,0.023248904590845634,Lima,App,Tarjeta,19,18-25,12,1,1,Oro,Alto,0
Intermedio,3,23.369937520915755,28.277118311886664,4,70.10981256274727,0.028952451479584997,Lima,Web,Billetera,25,18-25,10,4,0,Bronce,Bajo,0
Intermedio,4,26.95183097197688,27.78890767475129,4,107.80732388790751,0.030639105960193185,Lima,App,Transferencia,28,26-35,30,3,0,Oro,Bajo,0
Intermedio,4,24.230473865126562,44.56835543805881,3,96.92189546050625,0.02580714837155668,Provincia,Web,Billetera,37,36-50,12,1,1,Plata,Alto,0
Intermedio,6,23.39807470281603,37.18711810978203,2,140.38844821689617,0.029191249643268444,Provincia,Tienda,Efectivo,40,36-50,5,2,0,Plata,Medio,0
Intermedio,9,16.1030053474639,28.590684365140852,5,144.92704812717508,0.030642698164698612,Lima,Tienda,Efectivo,37,36-50,9,2,1,Plata,Bajo,1
Intermedio,7,20.30016085424967,30.366371104102075,2,142.10112597974768,0.029335285376049396,Lima,Web,Transferencia,27,26-35,14,3,1,Plata,Bajo,0
Intermedio,5,27.383255204002786,38.776211905480324,4,136.91627602001392,0.02791613801207341,Lima,Web,Billetera,29,26-35,7,2,0,Bronce,Medio,0
Intermedio,6,33.57953815566347,41.85248949878951,6,201.47722893398083,0.024172852998829784,Provincia,Web,Billetera,43,36-50,10,1,1,Plata,Alto,0
Intermedio,5,24.512373081271882,24.911191084000965,3,122.5618654063594,0.03538113565440254,Lima,App,Tarjeta,47,36-50,14,4,0,Plata,Bajo,0
Intermedio,6,26.63905536787062,32.11927116721568,5,159.83433220722372,0.02770672339629516,Lima,App,Tarjeta,36,36-50,28,2,1,Oro,Medio,1
Intermedio,6,29.762390784764026,38.77650146436346,3,178.57434470858416,0.025974286136108148,Provincia,Tienda,Tarjeta,39,36-50,39,1,1,Oro,Alto,0
Intermedio,9,20.945530318998753,34.785224829266014,4,188.50977287098877,0.027193277686901413,Lima,App,Tarjeta,22,18-25,29,3,0,Oro,Medio,0
Intermedio,4,26.83407021642721,38.80085554490096,2,107.33628086570884,0.024248619733766703,Lima,App,Billetera,33,26-35,16,1,1,Plata,Alto,1
Intermedio,7,21.297549468339206,29.681314705261613,8,149.08284627837443,0.02800914994319811,Lima,Web,Tarjeta,21,18-25,4,2,1,Plata,Medio,0
Intermedio,5,29.324122192455057,34.47073939247506,4,146.6206109622753,0.02835930563946163,Lima,Tienda,Efectivo,47,36-50,25,2,1,Plata,Medio,0
Intermedio,5,25.757015239758662,43.397338011500985,5,128.78507619879332,0.026062490740618866,Provincia,Web,Transferencia,38,36-50,8,1,1,Plata,Alto,0
Intermedio,7,26.4922590699072,48.226266288932116,3,185.4458134893504,0.027474599193316938,Provincia,Web,Billetera,34,26-35,14,1,1,Plata,Alto,0
Intermedio,6,21.087007012907055,37.74269895200592,4,126.52204207744234,0.02903738312311813,Lima,Web,Transferencia,25,18-25,34,1,0,Oro,Alto,0
Intermedio,8,28.535161798053924,32.99957836589743,6,228.2812943844314,0.026271145009997797,Lima,Web,Tarjeta,35,26-35,35,1,1,Oro,Medio,0
Intermedio,5,35.42356460615508,38.93780463834935,3,177.1178230307754,0.029949188063356242,Lima,Web,Billetera,22,18-25,20,2,1,Plata,Medio,0
Intermedio,6,19.96044152285897,32.068762024464164,5,119.76264913715383,0.029801559113884386,Lima,Tienda,Tarjeta,33,26-35,30,3,0,Oro,Bajo,1
Intermedio,6,23.30120496176238,27.827091071979623,6,139.80722977057428,0.029508949904223435,Lima,Web,Billetera,37,36-50,30,4,0,Oro,Bajo,1
Intermedio,10,26.15803737084046,43.22401302566157,4,261.58037370840464,0.024147428760727188,Lima,App,Tarjeta,25,18-25,25,4,0,Oro,Bajo,0
Intermedio,5,28.93203105997908,18.850307539803417,3,144.6601552998954,0.043260202035515914,Lima,Web,Tarjeta,34,26-35,15,3,1,Plata,Bajo,0
Intermedio,4,22.202268573552654,36.753551168624966,5,88.80907429421062,0.026608202882717872,Lima,Web,Billetera,53,51+,12,2,0,Plata,Alto,0
Intermedio,3,10.8348485492863,38.733123835072604,2,32.5045456478589,0.027672401842840918,Lima,App,Billetera,18,18-25,18,2,0,Plata,Medio,0
Intermedio,6,31.795947470820124,22.376828886320595,7,190.77568482492075,0.03415706725884461,Lima,App,Tarjeta,25,18-25,5,4,0,Plata,Bajo,0
Intermedio,3,28.802530597920715,42.73560767604244,4,86.40759179376215,0.02685363447617756,Lima,Tienda,Efectivo,34,26-35,13,1,1,Plata,Alto,1
Intermedio,4,16.285262347566675,39.40017540059568,3,65.1410493902667,0.026383130353718604,Lima,App,Efectivo,27,26-35,24,1,1,Plata,Medio,0
Intermedio,4,21.96215604110222,37.725011188914856,2,87.84862416440888,0.02606980241576959,Lima,Web,Tarjeta,38,36-50,12,1,1,Plata,Alto,0
Intermedio,5,89.79209989204345,35.29446454843648,2,448.96049946021725,0.03938141601752431,Lima,App,Billetera,35,26-35,33,2,1,Oro,Medio,1
Intermedio,7,32.23898209228933,43.19202942201333,2,225.67287464602532,0.024116400616217795,Provincia,Web,Billetera,34,26-35,20,1,1,Oro,Alto,1
Intermedio,3,29.693200113394724,33.20330130024076,1,89.07960034018417,0.030258052916536094,Lima,Web,Billetera,35,26-35,26,4,0,Plata,Bajo,0
Intermedio,5,24.119437830200688,34.05389503209068,5,120.59718915100345,0.02580893527367287,Lima,Web,Transferencia,20,18-25,16,2,1,Plata,Medio,1
Intermedio,5,25.41493709406255,30.958613977449197,4,127.07468547031276,0.02566452175896459,Lima,App,Transferencia,35,26-35,24,3,0,Plata,Bajo,0
Premium,10,48.69074194873873,23.02912786585731,2,486.9074194873873,0.03524861532174405,Lima,App,Tarjeta,37,36-50,19,3,1,Oro,Bajo,0
Premium,9,61.282397832688375,35.61898729679053,9,551.5415804941954,0.030320138342729227,Provincia,Web,Tarjeta,32,26-35,34,2,1,Platino,Medio,1
Premium,14,41.2415759350489,20.00184061472934,6,577.3820630906846,0.033508111332357676,Lima,Web,Tarjeta,51,51+,35,3,1,Platino,Bajo,1
Premium,6,41.94200345115795,24.564248372911276,9,251.65202070694772,0.04034557036134181,Provincia,Web,Billetera,37,36-50,43,3,1,Oro,Bajo,0
Premium,10,60.10274586836016,36.43462429830936,10,601.0274586836016,0.028982797332494068,Provincia,Web,Tarjeta,40,36-50,10,2,1,Oro,Medio,1
Premium,9,49.556385444884384,25.089494198655384,4,446.00746900395944,0.03487374730903574,Lima,App,Tarjeta,35,26-35,23,3,1,Oro,Bajo,1
Premium,10,63.78467355453808,32.68037233511567,5,637.8467355453809,0.03516604752100319,Provincia,Web,Efectivo,25,18-25,12,3,1,Oro,Bajo,1
Premium,11,43.28487793019454,33.68937303212634,7,476.13365723213997,0.0335674073732894,Lima,Web,Tarjeta,30,26-35,22,1,1,Oro,Medio,1
Premium,16,49.452216396611746,27.809072086310906,4,791.2354623457879,0.03143002511789799,Lima,Web,Billetera,36,36-50,29,3,1,Platino,Bajo,0
Premium,14,40.77587015156047,27.22276804095157,5,570.8621821218466,0.03243784471221148,Lima,App,Tarjeta,43,36-50,36,2,1,Platino,Bajo,0
Premium,11,50.07362681423567,35.43404485757837,7,550.8098949565924,0.030633312388911163,Provincia,App,Billetera,31,26-35,52,2,1,Platino,Medio,1
Premium,11,35.21453063001201,23.81788916530258,7,387.3598369301321,0.03706238784702418,Lima,Web,Tarjeta,40,36-50,44,3,1,Platino,Bajo,0
Premium,14,45.123665790450374,24.41886010854304,5,631.7313210663052,0.0347549970428002,Lima,App,Tarjeta,39,36-50,25,3,1,Platino,Bajo,1
Premium,7,35.63746135071882,41.63679444736196,10,249.46222945503177,0.0326242892294047,Provincia,App,Billetera,29,26-35,37,1,1,Oro,Alto,0
Premium,9,56.93923233191258,42.602894406942454,6,512.4530909872132,0.027252662961943556,Provincia,Web,Transferencia,31,26-35,42,1,1,Platino,Alto,0
Premium,14,57.16589339759652,27.931511540756688,7,800.3225075663513,0.03261731543215247,Lima,App,Tarjeta,30,26-35,29,2,1,Platino,Bajo,1
Premium,11,32.697372695156545,29.45409589028863,6,359.671099646722,0.029192250324643253,Lima,Web,Tarjeta,32,26-35,29,3,1,Oro,Bajo,1
Premium,13,63.33885745500573,24.710604363856824,7,823.4051469150745,0.032138152397731226,Lima,App,Tarjeta,26,26-35,28,3,1,Platino,Bajo,0
Premium,8,74.97415126419854,26.205630633082844,8,599.7932101135883,0.03384206520771992,Lima,Web,Tarjeta,45,36-50,35,2,1,Platino,Bajo,0
Premium,12,50.46006386736341,34.3962748553809,5,605.5207664083609,0.03304711586752169,Provincia,App,Tarjeta,40,36-50,34,2,0,Platino,Medio,0
Premium,9,43.58885739775355,21.907007702762222,5,392.29971657978194,0.032792539686191356,Lima,Web,Tarjeta,29,26-35,31,3,1,Oro,Bajo,0
Premium,15,78.24330591003047,35.8742073833803,5,1173.6495886504572,0.03047764205545064,Provincia,App,Tarjeta,36,36-50,47,3,1,Platino,Bajo,1
Premium,9,36.8103150169749,34.391583483831766,9,331.29283515277405,0.02847069615510721,Provincia,Web,Tarjeta,35,26-35,40,2,1,Platino,Medio,1
Premium,13,50.20106466869098,35.95497656113781,3,652.6138406929828,0.03117300021213922,Lima,App,Tarjeta,34,26-35,14,2,1,Oro,Medio,0
Premium,15,51.796222726319236,32.15587589174144,2,776.9433408947885,0.02893415286867377,Lima,App,Tarjeta,35,26-35,12,3,1,Oro,Bajo,0
