dFecha,ID,Target,cNivelEducacion,cNivelEducacion_label,NivelEducacion_grupo,cGenero,cGenero_label,nEdad,cEstadoCivil,cEstadoCivil_label,cRelaciónConJefe_Hogar,cRelaciónConJefe_Hogar_label,Distrito,Provincia,Departamento,nNumMienbrosHogar,cEstratoSocial,cEstratoSocial_label,cCondicionVivienda,cCondicionVivienda_label,nNumHabitaciones
2024-06-01,15016,1,6,secundaria completa,secundaria,1,Hombre,40,2,casado(a),1,Jefe/Jefa,Acoria,Huancavelica,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",11
2024-06-01,15016,1,4,primaria completa,primaria,2,Mujer,42,2,casado(a),2,Esposo(a)/compañero(a),Acoria,Huancavelica,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",11
2024-06-01,15016,0,9,superior universitaria incompleta,superior,2,Mujer,20,6,soltero(a),3,Hijo(a)/Hijastro(a),Acoria,Huancavelica,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",11
2024-06-01,15017,1,3,primaria incompleta,primaria,2,Mujer,60,3,viudo(a),1,Jefe/Jefa,Acoria,Huancavelica,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",5
2024-06-01,15018,1,4,primaria completa,primaria,2,Mujer,34,5,separado(a),1,Jefe/Jefa,Acoria,Huancavelica,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",7
2024-06-01,15018,1,6,secundaria completa,secundaria,2,Mujer,17,6,soltero(a),3,Hijo(a)/Hijastro(a),Acoria,Huancavelica,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",7
2024-06-01,15018,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Acoria,Huancavelica,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",7
2024-06-01,15019,0,1,sin nivel,sin nivel,2,Mujer,80,3,viudo(a),1,Jefe/Jefa,Acoria,Huancavelica,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",1
2024-06-01,15020,1,3,primaria incompleta,primaria,2,Mujer,48,6,soltero(a),1,Jefe/Jefa,Acoria,Huancavelica,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",7
2024-06-01,15021,1,3,primaria incompleta,primaria,1,Hombre,69,2,casado(a),1,Jefe/Jefa,Acoria,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",8
2024-06-01,15021,1,1,sin nivel,sin nivel,2,Mujer,65,2,casado(a),2,Esposo(a)/compañero(a),Acoria,Huancavelica,Huancavelica,2,6,Rural,2,"Propia, totalmente pagada",8
2024-06-01,15022,1,6,secundaria completa,secundaria,1,Hombre,63,2,casado(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15022,1,3,primaria incompleta,primaria,2,Mujer,57,2,casado(a),2,Esposo(a)/compañero(a),Ahuaycha,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15022,0,3,primaria incompleta,primaria,1,Hombre,36,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15022,0,3,primaria incompleta,primaria,2,Mujer,38,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15023,1,1,sin nivel,sin nivel,2,Mujer,69,3,viudo(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",7
2024-06-01,15024,1,6,secundaria completa,secundaria,1,Hombre,35,1,conviviente,1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",2
2024-06-01,15024,1,6,secundaria completa,secundaria,2,Mujer,30,1,conviviente,2,Esposo(a)/compañero(a),Ahuaycha,Tayacaja,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",2
2024-06-01,15025,1,4,primaria completa,primaria,1,Hombre,64,1,conviviente,1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",3
2024-06-01,15025,1,4,primaria completa,primaria,2,Mujer,49,1,conviviente,2,Esposo(a)/compañero(a),Ahuaycha,Tayacaja,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",3
2024-06-01,15025,0,5,secundaria incompleta,secundaria,2,Mujer,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",3
2024-06-01,15026,1,6,secundaria completa,secundaria,1,Hombre,50,2,casado(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",7
2024-06-01,15026,1,3,primaria incompleta,primaria,2,Mujer,48,2,casado(a),2,Esposo(a)/compañero(a),Ahuaycha,Tayacaja,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",7
2024-06-01,15026,0,9,superior universitaria incompleta,superior,1,Hombre,28,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",7
2024-06-01,15026,1,9,superior universitaria incompleta,superior,2,Mujer,22,6,soltero(a),3,Hijo(a)/Hijastro(a),Ahuaycha,Tayacaja,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",7
2024-06-01,15027,1,5,secundaria incompleta,secundaria,2,Mujer,51,3,viudo(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",3
2024-06-01,15028,1,4,primaria completa,primaria,2,Mujer,54,5,separado(a),1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",2
2024-06-01,15029,1,6,secundaria completa,secundaria,1,Hombre,34,1,conviviente,1,Jefe/Jefa,Ahuaycha,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15029,1,4,primaria completa,primaria,2,Mujer,26,1,conviviente,2,Esposo(a)/compañero(a),Ahuaycha,Tayacaja,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15030,1,3,primaria incompleta,primaria,1,Hombre,46,2,casado(a),1,Jefe/Jefa,Chinchihuasi,Churcampa,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",6
2024-06-01,15030,1,3,primaria incompleta,primaria,2,Mujer,42,2,casado(a),2,Esposo(a)/compañero(a),Chinchihuasi,Churcampa,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",6
2024-06-01,15030,1,6,secundaria completa,secundaria,2,Mujer,18,6,soltero(a),3,Hijo(a)/Hijastro(a),Chinchihuasi,Churcampa,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",6
2024-06-01,15030,0,5,secundaria incompleta,secundaria,1,Hombre,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Chinchihuasi,Churcampa,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",6
2024-06-01,15031,1,3,primaria incompleta,primaria,1,Hombre,55,2,casado(a),1,Jefe/Jefa,Chinchihuasi,Churcampa,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",6
2024-06-01,15031,1,3,primaria incompleta,primaria,2,Mujer,48,2,casado(a),2,Esposo(a)/compañero(a),Chinchihuasi,Churcampa,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",6
2024-06-01,15031,0,5,secundaria incompleta,secundaria,2,Mujer,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Chinchihuasi,Churcampa,Huancavelica,5,6,Rural,2,"Propia, totalmente pagada",6
2024-06-01,15032,1,1,sin nivel,sin nivel,2,Mujer,78,3,viudo(a),1,Jefe/Jefa,Chinchihuasi,Churcampa,Huancavelica,1,6,Rural,2,"Propia, totalmente pagada",6
2024-06-01,15033,1,3,primaria incompleta,primaria,1,Hombre,59,2,casado(a),1,Jefe/Jefa,Chinchihuasi,Churcampa,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15033,1,1,sin nivel,sin nivel,2,Mujer,49,2,casado(a),2,Esposo(a)/compañero(a),Chinchihuasi,Churcampa,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15033,0,5,secundaria incompleta,secundaria,2,Mujer,21,5,separado(a),3,Hijo(a)/Hijastro(a),Chinchihuasi,Churcampa,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15034,1,3,primaria incompleta,primaria,2,Mujer,45,5,separado(a),1,Jefe/Jefa,Chinchihuasi,Churcampa,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",2
2024-06-01,15035,1,3,primaria incompleta,primaria,1,Hombre,44,1,conviviente,1,Jefe/Jefa,Chinchihuasi,Churcampa,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15035,1,3,primaria incompleta,primaria,2,Mujer,34,1,conviviente,2,Esposo(a)/compañero(a),Chinchihuasi,Churcampa,Huancavelica,6,6,Rural,2,"Propia, totalmente pagada",4
2024-06-01,15036,1,4,primaria completa,primaria,1,Hombre,34,1,conviviente,1,Jefe/Jefa,Chinchihuasi,Churcampa,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",5
2024-06-01,15036,0,3,primaria incompleta,primaria,2,Mujer,33,1,conviviente,2,Esposo(a)/compañero(a),Chinchihuasi,Churcampa,Huancavelica,3,6,Rural,2,"Propia, totalmente pagada",5
2024-06-01,15037,1,5,secundaria incompleta,secundaria,1,Hombre,31,1,conviviente,1,Jefe/Jefa,Chinchihuasi,Churcampa,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",3
2024-06-01,15037,1,6,secundaria completa,secundaria,2,Mujer,25,1,conviviente,2,Esposo(a)/compañero(a),Chinchihuasi,Churcampa,Huancavelica,4,6,Rural,2,"Propia, totalmente pagada",3
2024-06-01,15038,1,10,superior universitaria completa,superior,1,Hombre,68,2,casado(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15038,1,4,primaria completa,primaria,2,Mujer,58,2,casado(a),2,Esposo(a)/compañero(a),Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15038,1,10,superior universitaria completa,superior,2,Mujer,39,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15038,0,10,superior universitaria completa,superior,2,Mujer,34,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15038,1,10,superior universitaria completa,superior,1,Hombre,31,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15038,0,9,superior universitaria incompleta,superior,1,Hombre,23,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15038,0,11,maestría/doctorado,superior,2,Mujer,37,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15038,0,3,primaria incompleta,primaria,2,Mujer,91,3,viudo(a),6,Padres/Suegros,Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15038,1,10,superior universitaria completa,superior,1,Hombre,40,1,conviviente,4,Yerno/Nuera,Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15038,1,8,superior no universitaria completa,superior,2,Mujer,41,1,conviviente,3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,13,4,D,2,"Propia, totalmente pagada",10
2024-06-01,15039,1,11,maestría/doctorado,superior,1,Hombre,55,2,casado(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15039,1,11,maestría/doctorado,superior,2,Mujer,52,2,casado(a),2,Esposo(a)/compañero(a),Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15039,0,10,superior universitaria completa,superior,2,Mujer,27,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15039,0,9,superior universitaria incompleta,superior,2,Mujer,18,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15040,1,8,superior no universitaria completa,superior,1,Hombre,63,2,casado(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15040,1,8,superior no universitaria completa,superior,2,Mujer,55,2,casado(a),2,Esposo(a)/compañero(a),Pillco Marca,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15041,1,3,primaria incompleta,primaria,2,Mujer,59,5,separado(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15041,1,8,superior no universitaria completa,superior,2,Mujer,23,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15042,0,4,primaria completa,primaria,2,Mujer,70,4,divorciado(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,1,4,D,2,"Propia, totalmente pagada",3
2024-06-01,15043,1,11,maestría/doctorado,superior,2,Mujer,52,6,soltero(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15043,0,10,superior universitaria completa,superior,2,Mujer,26,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15043,0,9,superior universitaria incompleta,superior,1,Hombre,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15044,1,10,superior universitaria completa,superior,1,Hombre,46,6,soltero(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15044,0,9,superior universitaria incompleta,superior,2,Mujer,25,6,soltero(a),7,Otros parientes,Pillco Marca,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15045,1,10,superior universitaria completa,superior,1,Hombre,35,2,casado(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,4,4,D,1,Alquilada,3
2024-06-01,15045,0,8,superior no universitaria completa,superior,2,Mujer,31,2,casado(a),2,Esposo(a)/compañero(a),Pillco Marca,Huanuco,Huanuco,4,4,D,1,Alquilada,3
2024-06-01,15046,1,10,superior universitaria completa,superior,1,Hombre,49,2,casado(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15046,0,10,superior universitaria completa,superior,2,Mujer,40,2,casado(a),2,Esposo(a)/compañero(a),Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15047,1,8,superior no universitaria completa,superior,2,Mujer,52,3,viudo(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15047,0,9,superior universitaria incompleta,superior,2,Mujer,21,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15047,0,6,secundaria completa,secundaria,1,Hombre,18,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,3,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15048,0,4,primaria completa,primaria,2,Mujer,59,3,viudo(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15048,1,6,secundaria completa,secundaria,1,Hombre,24,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15049,0,4,primaria completa,primaria,1,Hombre,77,2,casado(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",2
2024-06-01,15049,0,3,primaria incompleta,primaria,2,Mujer,69,2,casado(a),2,Esposo(a)/compañero(a),Pillco Marca,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",2
2024-06-01,15050,0,6,secundaria completa,secundaria,1,Hombre,48,2,casado(a),1,Jefe/Jefa,Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15050,1,10,superior universitaria completa,superior,2,Mujer,48,2,casado(a),2,Esposo(a)/compañero(a),Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15050,0,6,secundaria completa,secundaria,2,Mujer,17,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15050,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Pillco Marca,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15051,1,10,superior universitaria completa,superior,1,Hombre,68,2,casado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,2,3,C,2,"Propia, totalmente pagada",4
2024-06-01,15051,1,8,superior no universitaria completa,superior,2,Mujer,60,2,casado(a),2,Esposo(a)/compañero(a),Amarilis,Huanuco,Huanuco,2,3,C,2,"Propia, totalmente pagada",4
2024-06-01,15052,1,5,secundaria incompleta,secundaria,2,Mujer,21,1,conviviente,1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,3,3,C,1,Alquilada,3
2024-06-01,15052,1,8,superior no universitaria completa,superior,1,Hombre,34,1,conviviente,2,Esposo(a)/compañero(a),Amarilis,Huanuco,Huanuco,3,3,C,1,Alquilada,3
2024-06-01,15053,0,8,superior no universitaria completa,superior,2,Mujer,78,5,separado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,1,3,C,2,"Propia, totalmente pagada",4
2024-06-01,15054,1,9,superior universitaria incompleta,superior,2,Mujer,41,5,separado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,3,3,C,1,Alquilada,3
2024-06-01,15054,1,9,superior universitaria incompleta,superior,1,Hombre,21,6,soltero(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,3,3,C,1,Alquilada,3
2024-06-01,15055,1,6,secundaria completa,secundaria,1,Hombre,76,2,casado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,2,3,C,1,Alquilada,3
2024-06-01,15055,0,6,secundaria completa,secundaria,2,Mujer,73,2,casado(a),2,Esposo(a)/compañero(a),Amarilis,Huanuco,Huanuco,2,3,C,1,Alquilada,3
2024-06-01,15056,1,9,superior universitaria incompleta,superior,2,Mujer,24,1,conviviente,1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,2,3,C,2,"Propia, totalmente pagada",4
2024-06-01,15056,1,9,superior universitaria incompleta,superior,1,Hombre,24,1,conviviente,2,Esposo(a)/compañero(a),Amarilis,Huanuco,Huanuco,2,3,C,2,"Propia, totalmente pagada",4
2024-06-01,15057,1,10,superior universitaria completa,superior,1,Hombre,29,6,soltero(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,1,3,C,6,Cedida por otro hogar o institución,4
2024-06-01,15058,0,7,superior no universitaria incompleta,superior,2,Mujer,62,5,separado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,4,3,C,6,Cedida por otro hogar o institución,4
2024-06-01,15058,1,10,superior universitaria completa,superior,2,Mujer,34,6,soltero(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,4,3,C,6,Cedida por otro hogar o institución,4
2024-06-01,15058,1,8,superior no universitaria completa,superior,1,Hombre,28,6,soltero(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,4,3,C,6,Cedida por otro hogar o institución,4
2024-06-01,15058,0,6,secundaria completa,secundaria,2,Mujer,18,6,soltero(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,4,3,C,6,Cedida por otro hogar o institución,4
2024-06-01,15059,1,3,primaria incompleta,primaria,2,Mujer,74,5,separado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,2,5,E,2,"Propia, totalmente pagada",3
2024-06-01,15059,1,6,secundaria completa,secundaria,1,Hombre,18,6,soltero(a),5,Nieto(a),Amarilis,Huanuco,Huanuco,2,5,E,2,"Propia, totalmente pagada",3
2024-06-01,15060,1,6,secundaria completa,secundaria,2,Mujer,36,6,soltero(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,2,5,E,6,Cedida por otro hogar o institución,3
2024-06-01,15061,1,6,secundaria completa,secundaria,1,Hombre,48,2,casado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,5,5,E,2,"Propia, totalmente pagada",1
2024-06-01,15061,1,5,secundaria incompleta,secundaria,2,Mujer,39,2,casado(a),2,Esposo(a)/compañero(a),Amarilis,Huanuco,Huanuco,5,5,E,2,"Propia, totalmente pagada",1
2024-06-01,15061,0,5,secundaria incompleta,secundaria,1,Hombre,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,5,5,E,2,"Propia, totalmente pagada",1
2024-06-01,15061,0,5,secundaria incompleta,secundaria,2,Mujer,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,5,5,E,2,"Propia, totalmente pagada",1
2024-06-01,15062,1,6,secundaria completa,secundaria,1,Hombre,29,1,conviviente,1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,4,5,E,6,Cedida por otro hogar o institución,1
2024-06-01,15062,0,6,secundaria completa,secundaria,2,Mujer,28,1,conviviente,2,Esposo(a)/compañero(a),Amarilis,Huanuco,Huanuco,4,5,E,6,Cedida por otro hogar o institución,1
2024-06-01,15063,1,6,secundaria completa,secundaria,1,Hombre,38,1,conviviente,1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,7,5,E,2,"Propia, totalmente pagada",2
2024-06-01,15063,0,3,primaria incompleta,primaria,2,Mujer,38,1,conviviente,2,Esposo(a)/compañero(a),Amarilis,Huanuco,Huanuco,7,5,E,2,"Propia, totalmente pagada",2
2024-06-01,15063,0,7,superior no universitaria incompleta,superior,2,Mujer,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,7,5,E,2,"Propia, totalmente pagada",2
2024-06-01,15063,0,6,secundaria completa,secundaria,2,Mujer,17,6,soltero(a),3,Hijo(a)/Hijastro(a),Amarilis,Huanuco,Huanuco,7,5,E,2,"Propia, totalmente pagada",2
2024-06-01,15064,0,4,primaria completa,primaria,2,Mujer,63,5,separado(a),1,Jefe/Jefa,Amarilis,Huanuco,Huanuco,1,5,E,2,"Propia, totalmente pagada",3
2024-06-01,15065,1,6,secundaria completa,secundaria,1,Hombre,63,2,casado(a),1,Jefe/Jefa,Chinchao,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15065,0,4,primaria completa,primaria,2,Mujer,60,2,casado(a),2,Esposo(a)/compañero(a),Chinchao,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15066,1,4,primaria completa,primaria,1,Hombre,64,2,casado(a),1,Jefe/Jefa,Chinchao,Huanuco,Huanuco,6,4,D,2,"Propia, totalmente pagada",1
2024-06-01,15066,0,1,sin nivel,sin nivel,2,Mujer,58,2,casado(a),2,Esposo(a)/compañero(a),Chinchao,Huanuco,Huanuco,6,4,D,2,"Propia, totalmente pagada",1
2024-06-01,15066,1,6,secundaria completa,secundaria,2,Mujer,25,5,separado(a),3,Hijo(a)/Hijastro(a),Chinchao,Huanuco,Huanuco,6,4,D,2,"Propia, totalmente pagada",1
2024-06-01,15066,0,6,secundaria completa,secundaria,2,Mujer,28,5,separado(a),3,Hijo(a)/Hijastro(a),Chinchao,Huanuco,Huanuco,6,4,D,2,"Propia, totalmente pagada",1
2024-06-01,15067,1,4,primaria completa,primaria,1,Hombre,63,1,conviviente,1,Jefe/Jefa,Chinchao,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15067,0,1,sin nivel,sin nivel,2,Mujer,48,1,conviviente,2,Esposo(a)/compañero(a),Chinchao,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15067,0,1,sin nivel,sin nivel,2,Mujer,74,3,viudo(a),6,Padres/Suegros,Chinchao,Huanuco,Huanuco,4,4,D,2,"Propia, totalmente pagada",5
2024-06-01,15068,1,6,secundaria completa,secundaria,1,Hombre,30,1,conviviente,1,Jefe/Jefa,Chinchao,Huanuco,Huanuco,3,4,D,6,Cedida por otro hogar o institución,1
2024-06-01,15068,0,5,secundaria incompleta,secundaria,2,Mujer,18,1,conviviente,2,Esposo(a)/compañero(a),Chinchao,Huanuco,Huanuco,3,4,D,6,Cedida por otro hogar o institución,1
2024-06-01,15069,1,6,secundaria completa,secundaria,1,Hombre,40,1,conviviente,1,Jefe/Jefa,Chinchao,Huanuco,Huanuco,5,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15069,1,9,superior universitaria incompleta,superior,2,Mujer,37,1,conviviente,2,Esposo(a)/compañero(a),Chinchao,Huanuco,Huanuco,5,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15069,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Chinchao,Huanuco,Huanuco,5,4,D,2,"Propia, totalmente pagada",4
2024-06-01,15070,0,3,primaria incompleta,primaria,2,Mujer,55,3,viudo(a),1,Jefe/Jefa,Chinchao,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",2
2024-06-01,15070,0,1,sin nivel,sin nivel,1,Hombre,41,6,soltero(a),7,Otros parientes,Chinchao,Huanuco,Huanuco,2,4,D,2,"Propia, totalmente pagada",2
2024-06-01,15071,1,1,sin nivel,sin nivel,1,Hombre,54,1,conviviente,1,Jefe/Jefa,Puerto Inca,Puerto Inca,Huanuco,2,5,E,2,"Propia, totalmente pagada",3
2024-06-01,15071,1,3,primaria incompleta,primaria,2,Mujer,45,1,conviviente,2,Esposo(a)/compañero(a),Puerto Inca,Puerto Inca,Huanuco,2,5,E,2,"Propia, totalmente pagada",3
2024-06-01,15072,1,5,secundaria incompleta,secundaria,1,Hombre,58,1,conviviente,1,Jefe/Jefa,Puerto Inca,Puerto Inca,Huanuco,2,5,E,2,"Propia, totalmente pagada",2
2024-06-01,15072,0,3,primaria incompleta,primaria,2,Mujer,64,1,conviviente,2,Esposo(a)/compañero(a),Puerto Inca,Puerto Inca,Huanuco,2,5,E,2,"Propia, totalmente pagada",2
2024-06-01,15073,1,4,primaria completa,primaria,1,Hombre,56,5,separado(a),1,Jefe/Jefa,Puerto Inca,Puerto Inca,Huanuco,1,5,E,2,"Propia, totalmente pagada",3
